customer_id;first_name;last_name;gender;past_3_years_bike_related_purchases;DOB;Age;Age Group;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;tenure
2033;Mar;Philippon;Male;36;1971/08/31;50;Middle Age;Dental Hygienist;Health;High Net Worth;N;No;10
2034;June;Haslam;Female;87;1974/01/10;45;Middle Age;Speech Pathologist;Manufacturing;Mass Customer;N;No;8
2035;Kylie;Terese;Male;40;1979/06/01;47;Middle Age;Senior Developer;Health;Mass Customer;N;No;19
2036;Alix;Gilliland;Female;11;1977/04/29;35;Young Adult;;;Mass Customer;N;No;17
2037;Irwin;Ryall;Male;19;1989/01/04;64;Older Adult;VP Marketing;IT;Mass Customer;N;No;6
2038;Fae;Done;Female;9;1959/11/26;46;Middle Age;Structural Engineer;Financial Services;Mass Customer;N;Yes;5
2039;Laureen;Blower;Female;38;1978/03/26;55;Middle Age;Senior Developer;IT;High Net Worth;N;Yes;7
2040;Gal;Scardafield;Male;25;1969/09/05;67;Older Adult;VP Sales;Retail;Affluent Customer;N;Yes;12
2041;Mort;Heath;Male;52;1957/10/27;56;Middle Age;VP Accounting;Financial Services;Mass Customer;N;No;17
2042;Bendix;Cooke;Male;65;1968/08/14;47;Middle Age;Registered Nurse;Health;Mass Customer;N;No;17
2043;Veronike;Clampett;Female;67;1977/09/05;26;Young Adult;Software Consultant;;Mass Customer;N;No;7
2044;Leyla;Eddington;Female;84;1998/08/02;40;Middle Age;Quality Engineer;Health;Mass Customer;N;Yes;1
2045;Hermina;Franzel;Female;15;1984/07/03;65;Older Adult;VP Sales;Financial Services;High Net Worth;N;No;15
2046;Charis;Maas;Female;3;1959/07/27;49;Middle Age;Marketing Manager;;Mass Customer;N;Yes;13
2047;Kirsten;Slegg;Female;45;1975/04/13;64;Older Adult;Paralegal;Financial Services;Affluent Customer;N;Yes;21
2048;Sorcha;Genthner;Female;22;1960/04/13;62;Older Adult;Financial Advisor;Financial Services;High Net Worth;N;No;13
2049;Jud;Purchon;Male;21;1962/02/12;70;Older Adult;Assistant Professor;Manufacturing;High Net Worth;N;No;5
2050;Opal;Costa;Female;22;1954/06/26;65;Older Adult;Business Systems Development Analyst;;Mass Customer;N;Yes;5
2051;Teresita;Drinnan;Female;8;1959/06/15;68;Older Adult;Geological Engineer;Manufacturing;Affluent Customer;N;No;20
2052;Ganny;Sealeaf;Male;5;1955/11/30;46;Middle Age;;Retail;Mass Customer;N;Yes;8
2053;Horatius;Dufton;Male;7;1978/05/28;29;Young Adult;;Financial Services;Affluent Customer;N;Yes;11
2054;Horace;Gilpillan;Male;12;1995/08/21;44;Middle Age;;Manufacturing;Mass Customer;N;Yes;22
2055;Harmon;Bakster;Male;46;1980/09/14;38;Young Adult;Administrative Assistant III;Retail;High Net Worth;N;No;7
2056;Cristin;Smoughton;Female;65;1986/03/04;65;Older Adult;Biostatistician IV;Property;High Net Worth;N;No;22
2057;Elianora;Sally;Female;99;1959/10/04;46;Middle Age;Accounting Assistant IV;Manufacturing;Affluent Customer;N;Yes;15
2058;Ronna;Wickersham;Female;99;1978/02/04;47;Middle Age;Database Administrator I;Argiculture;High Net Worth;N;No;7
2059;Kylen;Gimson;Female;21;1977/02/15;65;Older Adult;Graphic Designer;;High Net Worth;N;No;12
2060;Constancia;Akram;Female;17;1959/01/23;41;Middle Age;Statistician II;Financial Services;Mass Customer;N;No;17
2061;Loralyn;;Female;71;1983/01/24;48;Middle Age;Technical Writer;Manufacturing;High Net Worth;N;No;4
2062;Guillermo;Kolakovic;Male;67;1976/08/19;61;Older Adult;Junior Executive;Retail;Mass Customer;N;No;18
2063;Benny;Crudge;Male;55;1963/06/17;55;Middle Age;Clinical Specialist;Health;Affluent Customer;N;No;16
2064;Reynard;Jaffrey;Male;99;1969/05/19;46;Middle Age;VP Marketing;Health;Mass Customer;N;Yes;18
2065;Silvio;Henrichs;Male;66;1978/03/13;54;Middle Age;Technical Writer;Retail;Mass Customer;N;Yes;12
2066;Skipp;McLarens;Male;91;1969/12/21;45;Middle Age;Food Chemist;Health;High Net Worth;N;Yes;12
2067;Slade;Mulvin;Male;81;1979/05/05;68;Older Adult;Registered Nurse;Health;Mass Customer;N;No;17
2068;Wandie;Nare;Female;23;1956/08/08;124;Elderly Adult;Account Representative I;;High Net Worth;N;No;8
2069;Sol;Holdron;;32;;42;Middle Age;Software Test Engineer IV;IT;Mass Customer;N;Yes;
2070;Tiphany;Leppington;Female;0;1981/12/05;46;Middle Age;Recruiting Manager;;Mass Customer;N;No;8
2071;Ardis;Ramelet;Female;69;1978/02/07;64;Older Adult;;;Mass Customer;N;No;10
2072;Margie;Tillyer;Female;30;1960/04/20;50;Middle Age;Environmental Specialist;Financial Services;Mass Customer;N;Yes;9
2073;Linea;;Female;87;1974/01/30;27;Young Adult;;Manufacturing;High Net Worth;N;Yes;10
2074;Roslyn;Rawdall;Female;90;1997/06/11;51;Middle Age;;Financial Services;Mass Customer;N;No;4
2075;Devondra;Jovis;Female;95;1973/04/23;55;Middle Age;Environmental Tech;Manufacturing;Mass Customer;N;No;8
2076;Beatriz;Tweddle;Female;73;1969/06/03;32;Young Adult;Assistant Manager;Manufacturing;Mass Customer;N;Yes;5
2077;Tobe;Lindroos;Female;67;1992/02/26;35;Young Adult;Cost Accountant;Financial Services;Mass Customer;N;Yes;7
2078;Joice;Govett;Female;15;1989/08/30;68;Older Adult;Computer Systems Analyst III;Manufacturing;Mass Customer;N;No;3
2079;Eda;;Female;49;1956/07/29;65;Older Adult;Account Executive;;High Net Worth;N;No;11
2080;Rosamond;Sainer;Female;15;1959/08/07;52;Middle Age;Human Resources Assistant IV;;High Net Worth;N;No;17
2081;Gelya;Coaker;Female;69;1972/06/21;44;Middle Age;Senior Editor;Financial Services;Mass Customer;N;No;13
2082;Sybyl;Beekman;Female;38;1979/12/07;44;Middle Age;Legal Assistant;Health;Affluent Customer;N;Yes;19
2083;Karee;Ortler;Female;5;1980/07/18;38;Young Adult;;;Mass Customer;N;No;4
2084;Britni;Menguy;Female;6;1986/10/03;68;Older Adult;;IT;Mass Customer;N;Yes;17
2085;Carolynn;Samsin;Female;83;1956/05/03;27;Young Adult;Pharmacist;Health;Mass Customer;N;No;11
2086;Gayle;Cockerell;Male;68;1997/01/03;55;Middle Age;Senior Cost Accountant;Financial Services;High Net Worth;N;No;1
2087;Yehudi;Sandon;Male;76;1969/06/08;55;Middle Age;Administrative Officer;IT;Mass Customer;N;Yes;15
2088;Ernie;Wankel;Male;2;1969/10/09;66;Older Adult;Senior Financial Analyst;Financial Services;Mass Customer;N;Yes;14
2089;Erie;Ballston;Male;93;1958/01/07;59;Older Adult;Safety Technician I;Financial Services;High Net Worth;N;No;15
2090;Stanton;Schimoni;Male;63;1964/12/05;44;Middle Age;Help Desk Technician;Financial Services;Mass Customer;N;Yes;17
2091;Dominga;Crosfield;Female;27;1980/06/22;46;Middle Age;Office Assistant II;Argiculture;Mass Customer;N;No;9
2092;Stavros;Hazelby;Male;14;1977/12/22;25;Young Adult;Safety Technician IV;Manufacturing;High Net Worth;N;No;18
2093;Salem;Doiley;Male;94;1999/09/10;40;Middle Age;Programmer II;Financial Services;High Net Worth;N;No;2
2094;Merle;Pesticcio;Male;15;1984/01/27;34;Young Adult;Biostatistician IV;;Mass Customer;N;No;16
2095;Anette;Guerreiro;Female;69;1989/11/13;55;Middle Age;Account Executive;Manufacturing;Affluent Customer;N;No;8
2096;Torrie;Smartman;Female;74;1969/05/21;36;Young Adult;Programmer III;Telecommunications;High Net Worth;N;Yes;12
2097;Web;Decaze;Male;38;1988/04/08;54;Middle Age;Recruiter;Telecommunications;Mass Customer;N;No;21
2098;Ame;Tossell;Female;82;1969/12/13;65;Older Adult;Dental Hygienist;Health;High Net Worth;N;No;16
2099;Mikel;McKechnie;Male;40;1959/10/03;46;Middle Age;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes;19
2100;Der;Blatcher;Male;34;1978/05/30;26;Young Adult;Marketing Assistant;IT;Mass Customer;N;No;14
2101;Maryann;;Female;71;1998/03/08;48;Middle Age;General Manager;;Mass Customer;N;Yes;2
2102;Carl;Penquet;Male;80;1976/01/08;49;Middle Age;Senior Editor;;Affluent Customer;N;No;5
2103;Jayme;Hendin;Male;94;1975/09/22;45;Middle Age;Business Systems Development Analyst;Financial Services;Affluent Customer;N;No;18
2104;Livy;Roote;Female;31;1979/01/29;52;Middle Age;Structural Analysis Engineer;Financial Services;Mass Customer;N;No;11
2105;Terrance;Goligher;Male;29;1971/11/11;54;Middle Age;Food Chemist;Health;High Net Worth;N;Yes;6
2106;Antons;Ley;Male;91;1970/03/19;32;Young Adult;Project Manager;Financial Services;High Net Worth;N;Yes;13
2107;Dre;Ferrillo;Female;2;1992/07/10;38;Young Adult;Biostatistician IV;IT;Affluent Customer;N;Yes;4
2108;Michel;O'Halligan;Female;41;1985/11/24;59;Older Adult;Software Test Engineer IV;Property;Mass Customer;N;Yes;18
2109;Grazia;Vinson;Female;14;1965/04/13;51;Middle Age;Account Representative II;Health;High Net Worth;N;Yes;18
2110;Gard;Marris;Male;29;1973/07/31;50;Middle Age;Human Resources Assistant III;Manufacturing;High Net Worth;N;No;14
2111;Ellis;Vokes;Male;98;1973/12/28;31;Young Adult;Speech Pathologist;Property;Affluent Customer;N;Yes;12
2112;Aubrie;Glaum;Female;64;1993/05/17;52;Middle Age;Accounting Assistant I;Financial Services;Mass Customer;N;Yes;6
2113;Nita;Bushell;Female;91;1972/01/06;69;Older Adult;Internal Auditor;Manufacturing;Affluent Customer;N;No;17
2114;Erick;Caveill;Male;78;1954/11/29;49;Middle Age;Safety Technician III;Argiculture;High Net Worth;N;No;19
2115;Shannon;Pflieger;Male;17;1975/08/31;45;Middle Age;Food Chemist;Health;Mass Customer;N;Yes;17
2116;Wyndham;Ecob;Male;81;1979/01/20;29;Young Adult;Research Associate;Financial Services;Affluent Customer;N;Yes;9
2117;Llywellyn;Christall;Male;76;1995/06/14;46;Middle Age;Computer Systems Analyst I;Health;Affluent Customer;N;No;3
2118;Ulrick;Calyton;Male;29;1978/07/22;39;Middle Age;Developer III;;High Net Worth;N;No;7
2119;Dorise;Bellon;Female;51;1985/03/01;27;Young Adult;Senior Cost Accountant;Financial Services;Mass Customer;N;No;17
2120;Clare;Attoe;Male;80;1997/01/03;35;Young Adult;Web Designer III;Manufacturing;Mass Customer;N;No;1
2121;Clarita;Jaqueminet;Female;35;1989/02/15;51;Middle Age;Nurse;Financial Services;Mass Customer;N;Yes;22
2122;Osborne;Nawton;Male;85;1973/01/27;31;Young Adult;Registered Nurse;Health;High Net Worth;N;Yes;11
2123;Shirley;Negal;Female;36;1993/03/19;46;Middle Age;Software Engineer II;Manufacturing;Affluent Customer;N;No;2
2124;Damien;Bartczak;Male;17;1978/01/30;49;Middle Age;;Retail;High Net Worth;N;No;18
2125;Laurene;Linstead;Female;9;1975/01/27;66;Older Adult;VP Quality Control;Financial Services;High Net Worth;N;No;18
2126;Hugibert;Getcliff;Male;65;1958/03/29;50;Middle Age;Product Engineer;Health;Mass Customer;N;Yes;17
2127;Wanids;Baudet;Female;66;1974/02/15;48;Middle Age;Web Designer I;Manufacturing;Mass Customer;N;No;7
2128;Gregorius;Cockram;Male;31;1976/09/25;44;Middle Age;Data Coordiator;Property;Affluent Customer;N;Yes;16
2129;Barron;Waszkiewicz;Male;26;1980/10/07;34;Young Adult;Electrical Engineer;Manufacturing;High Net Worth;N;No;3
2130;Evangelina;Coxhell;Female;95;1990/01/01;53;Middle Age;Structural Engineer;Property;High Net Worth;N;Yes;16
2131;Nettle;Painter;Female;12;1971/03/21;39;Middle Age;Payment Adjustment Coordinator;;Mass Customer;N;Yes;7
2132;Davina;Dougary;Female;16;1985/02/02;26;Young Adult;Human Resources Manager;Financial Services;High Net Worth;N;Yes;22
2133;Clarissa;Blaisdale;Female;44;1998/01/20;24;Young Adult;General Manager;Financial Services;High Net Worth;N;No;3
2134;Crosby;Ruoff;Male;16;2000/02/21;44;Middle Age;Nurse;Manufacturing;Affluent Customer;N;No;2
2135;Teador;Laurant;Male;97;1980/09/18;59;Middle Age;Structural Engineer;;Mass Customer;N;Yes;15
2136;Heather;Golsworthy;Female;21;1965/07/12;53;Middle Age;Office Assistant I;Health;High Net Worth;N;Yes;5
2137;Renie;;Female;46;1971/06/22;45;Middle Age;Chemical Engineer;Manufacturing;Affluent Customer;N;No;5
2138;Jonell;Gon;Female;23;1978/11/28;42;Middle Age;Graphic Designer;Manufacturing;High Net Worth;N;No;15
2139;Carolina;Brands;Female;87;1982/02/06;48;Middle Age;Accountant II;IT;Affluent Customer;N;Yes;7
2140;Hilario;Ramsdell;Male;59;1976/09/30;60;Older Adult;Help Desk Operator;Telecommunications;High Net Worth;N;No;21
2141;Georgie;Bruggen;Female;50;1964/08/21;45;Middle Age;Programmer I;Financial Services;High Net Worth;N;Yes;4
2142;Marti;McComish;Female;61;1979/07/02;60;Older Adult;Biostatistician IV;;Affluent Customer;N;No;7
2143;Napoleon;Terron;Male;53;1963/12/23;46;Middle Age;Business Systems Development Analyst;;High Net Worth;N;Yes;10
2144;Maureene;Kingstne;Female;12;1978/04/11;64;Older Adult;Office Assistant IV;Property;Mass Customer;N;Yes;9
2145;Adrea;Quittonden;Female;44;1959/11/11;57;Middle Age;Librarian;Entertainment;Affluent Customer;N;Yes;19
2146;Timmie;Lenden;Male;75;1967/01/25;25;Young Adult;;;Mass Customer;N;No;13
2147;Franzen;Kielty;Male;42;1998/11/04;35;Young Adult;Engineer IV;;High Net Worth;N;Yes;1
2148;Annis;Freeth;Female;78;1989/03/20;46;Middle Age;Engineer I;Manufacturing;Mass Customer;N;Yes;15
2149;Lana;Druce;Female;26;1978/05/19;65;Older Adult;Professor;;High Net Worth;N;No;6
2150;Huntlee;Pashba;Male;75;1959/09/05;38;Young Adult;;Retail;Affluent Customer;N;Yes;8
2151;Herrick;Gammett;Male;9;1986/10/23;55;Middle Age;;Entertainment;Affluent Customer;N;No;6
2152;Junina;Labone;Female;40;1968/11/05;38;Young Adult;Database Administrator III;Manufacturing;Mass Customer;N;Yes;19
2153;Jimmy;;Male;22;1986/10/13;44;Middle Age;Financial Analyst;Financial Services;Mass Customer;N;No;10
2154;Bird;Bolf;Female;86;1980/01/08;60;Older Adult;Chemical Engineer;Manufacturing;High Net Worth;N;No;6
2155;Fayth;Millions;Female;24;1964/01/09;47;Middle Age;Data Coordiator;;Mass Customer;N;No;14
2156;Darill;Mowday;Male;96;1977/04/08;46;Middle Age;Desktop Support Technician;Retail;Mass Customer;N;Yes;18
2157;Alidia;Petyankin;Female;52;1978/01/30;63;Older Adult;Community Outreach Specialist;Property;Mass Customer;N;No;19
2158;Caesar;Begbie;Male;11;1960/12/18;61;Older Adult;Physical Therapy Assistant;Entertainment;Mass Customer;N;No;6
2159;Godfrey;Bottini;Male;19;1963/10/05;53;Middle Age;;;High Net Worth;N;Yes;6
2160;Kettie;Cantopher;Female;64;1971/06/26;26;Young Adult;Recruiter;Health;Mass Customer;N;Yes;15
2161;Tommie;Mardle;Male;35;1998/01/14;50;Middle Age;;Financial Services;Mass Customer;N;No;4
2162;Andrew;Blunt;Male;49;1974/05/09;27;Young Adult;Paralegal;Financial Services;High Net Worth;N;Yes;10
2163;Tim;Guilliatt;Male;41;1996/12/25;51;Middle Age;VP Product Management;;Mass Customer;N;Yes;6
2164;Toinette;Clementson;Female;12;1973/08/16;124;Elderly Adult;Financial Analyst;Financial Services;Mass Customer;N;Yes;18
2165;Marlie;Teesdale;;16;;39;Middle Age;Civil Engineer;Manufacturing;Affluent Customer;N;No;
2166;Mareah;Woodnutt;Female;78;1984/11/09;27;Young Adult;Nurse;Property;Mass Customer;N;No;16
2167;Laina;Semorad;Female;31;1997/07/11;49;Middle Age;Librarian;Entertainment;Mass Customer;N;No;1
2168;Levon;Woollard;Male;83;1974/11/16;45;Middle Age;VP Accounting;Financial Services;Mass Customer;N;Yes;17
2169;Jarrad;Atwell;Male;80;1979/02/28;61;Older Adult;Senior Financial Analyst;Financial Services;Mass Customer;N;No;18
2170;Dewitt;Laight;Male;27;1963/04/27;54;Middle Age;Geological Engineer;Manufacturing;Affluent Customer;N;No;6
2171;Laryssa;Maes;Female;21;1970/02/10;45;Middle Age;Pharmacist;Health;High Net Worth;N;No;10
2172;Emmery;Angrock;Male;6;1979/01/05;48;Middle Age;Information Systems Manager;Health;Affluent Customer;N;Yes;13
2173;Gracia;McAteer;Female;27;1976/09/21;62;Older Adult;Help Desk Technician;IT;Mass Customer;N;Yes;22
2174;Rock;Vickerstaff;Male;32;1962/09/21;38;Young Adult;Account Executive;Argiculture;High Net Worth;N;No;11
2175;Elvyn;Bullas;Male;23;1985/11/01;61;Older Adult;Web Developer III;Health;Mass Customer;N;No;13
2176;Josie;Gallemore;Female;79;1962/11/09;47;Middle Age;Accountant II;Property;High Net Worth;N;Yes;12
2177;Waverly;Creebo;Male;35;1977/10/08;70;Older Adult;Social Worker;Health;Mass Customer;N;No;9
2178;Veriee;Colthard;Female;20;1954/03/18;64;Older Adult;Mechanical Systems Engineer;Retail;Mass Customer;N;No;12
2179;Benson;cornhill;Male;15;1960/08/20;64;Older Adult;Desktop Support Technician;Manufacturing;Mass Customer;N;No;17
2180;Urbanus;Trevaskus;Male;98;1960/01/11;50;Middle Age;Chief Design Engineer;;High Net Worth;N;Yes;13
2181;Tobe;Roxby;Male;99;1974/07/17;57;Middle Age;Account Executive;IT;Mass Customer;N;Yes;8
2182;Symon;Minchin;Male;47;1967/04/23;52;Middle Age;Assistant Media Planner;Entertainment;High Net Worth;N;Yes;16
2183;Jillie;Fyndon;Female;61;1972/02/07;52;Middle Age;Programmer Analyst IV;Manufacturing;Mass Customer;N;Yes;7
2184;Lamar;Gladman;Male;49;1971/12/05;61;Older Adult;Statistician III;Health;Mass Customer;N;No;11
2185;Gayle;Gridley;Female;40;1963/10/15;61;Older Adult;Human Resources Assistant II;Property;Mass Customer;N;No;19
2186;Carolina;Sexty;Female;61;1963/03/18;26;Young Adult;Clinical Specialist;Health;High Net Worth;N;No;5
2187;Brunhilde;Kendall;Female;52;1997/12/27;52;Middle Age;Budget/Accounting Analyst I;Health;Mass Customer;N;No;2
2188;Zonnya;Fayter;Female;85;1972/04/03;26;Young Adult;Nurse Practicioner;;Mass Customer;N;No;17
2189;Thedric;;Male;43;1998/02/25;45;Middle Age;Safety Technician II;Financial Services;High Net Worth;N;No;4
2190;Maressa;Kondrachenko;Female;77;1979/04/17;48;Middle Age;;IT;Affluent Customer;N;No;13
2191;Alley;Fitchell;Male;2;1976/05/11;58;Middle Age;Payment Adjustment Coordinator;;Mass Customer;N;Yes;4
2192;Hubie;Leipold;Male;93;1966/08/27;68;Older Adult;Staff Accountant II;;Mass Customer;N;No;14
2193;Roldan;Carrington;Male;66;1955/12/16;66;Older Adult;Developer III;;Mass Customer;N;Yes;6
2194;Johnette;O'Fergus;Female;79;1958/09/10;37;Young Adult;Electrical Engineer;Manufacturing;Affluent Customer;N;Yes;11
2195;Nevsa;Taill;Female;94;1987/05/02;48;Middle Age;GIS Technical Architect;Financial Services;Affluent Customer;N;Yes;13
2196;Skylar;Brise;Male;66;1976/06/08;31;Young Adult;Media Manager I;Retail;High Net Worth;N;Yes;7
2197;Filip;Willows;Male;32;1993/09/16;26;Young Adult;Programmer Analyst I;Financial Services;Mass Customer;N;No;7
2198;Marijn;Arnoll;Male;1;1998/01/10;41;Middle Age;Editor;Property;Affluent Customer;N;Yes;1
2199;Leigha;Ranger;Female;89;1983/02/09;38;Young Adult;Account Coordinator;Property;High Net Worth;N;Yes;13
2200;Teodoor;Lovelace;Male;23;1986/07/13;25;Young Adult;Community Outreach Specialist;;Affluent Customer;N;Yes;16
2201;Trisha;Basset;Female;56;1998/12/12;47;Middle Age;Design Engineer;Financial Services;Affluent Customer;N;Yes;1
2202;Diannne;Neissen;Female;46;1977/08/19;25;Young Adult;Physical Therapy Assistant;Financial Services;Affluent Customer;N;Yes;8
2203;Ganny;Alessandrelli;Male;13;1998/12/23;57;Middle Age;Sales Associate;Health;High Net Worth;N;Yes;2
2204;Kacie;Barthram;Female;16;1967/09/07;124;Elderly Adult;Librarian;Entertainment;High Net Worth;N;No;7
2205;Birk;Elphey;;76;;67;Older Adult;Accounting Assistant III;IT;Mass Customer;N;No;
2206;Osmond;McCamish;Male;60;1957/05/25;45;Middle Age;Structural Engineer;Financial Services;Affluent Customer;N;No;14
2207;Junia;Gall;Female;93;1979/01/26;70;Older Adult;Web Designer IV;Manufacturing;Mass Customer;N;Yes;16
2208;Lavena;Embling;Female;59;1954/05/07;31;Young Adult;;;Mass Customer;N;No;9
2209;Rriocard;Gavan;Male;4;1993/08/04;38;Young Adult;Registered Nurse;Health;Affluent Customer;N;Yes;3
2210;Kirby;Cameron;Male;16;1985/11/24;49;Middle Age;Registered Nurse;Health;High Net Worth;N;No;5
2211;Carmelita;Matuskiewicz;Female;3;1975/08/27;50;Middle Age;;Manufacturing;Mass Customer;N;Yes;18
2212;Adrianne;Raoux;Female;22;1974/05/13;28;Young Adult;Technical Writer;Manufacturing;Affluent Customer;N;Yes;20
2213;Jesse;Leyshon;Female;70;1996/05/07;67;Older Adult;Legal Assistant;;Affluent Customer;N;Yes;6
2214;Farlay;Plevey;Male;52;1957/03/26;53;Middle Age;;Manufacturing;High Net Worth;N;Yes;8
2215;Viola;Wadhams;Female;50;1971/02/20;62;Older Adult;Structural Engineer;Financial Services;Mass Customer;N;Yes;18
2216;Clarinda;Woffinden;Female;29;1962/01/02;43;Middle Age;Systems Administrator II;Property;High Net Worth;N;Yes;10
2217;Kristofor;Juris;Male;98;1981/10/17;32;Young Adult;Paralegal;Financial Services;Mass Customer;N;No;16
2218;Madelena;Blincoe;Female;94;1992/05/27;42;Middle Age;Senior Sales Associate;Health;Affluent Customer;N;No;4
2219;Ansel;Napier;Male;73;1982/03/01;65;Older Adult;Senior Quality Engineer;;High Net Worth;N;Yes;3
2220;Curr;Jancey;Male;35;1959/05/13;28;Young Adult;Legal Assistant;Financial Services;Mass Customer;N;Yes;13
2221;Tye;Scottini;Male;80;1995/11/07;50;Middle Age;General Manager;Argiculture;Affluent Customer;N;No;7
2222;Caroline;Grabban;Female;20;1974/08/26;43;Middle Age;Professor;Financial Services;Mass Customer;N;No;14
2223;Sarita;Georgiev;Female;38;1981/01/29;26;Young Adult;Professor;Health;Mass Customer;N;No;12
2224;Sydel;Seccombe;Female;3;1998/08/18;36;Young Adult;Budget/Accounting Analyst III;Retail;High Net Worth;N;Yes;4
2225;Christina;Easum;Female;45;1988/04/02;69;Older Adult;Occupational Therapist;Health;Affluent Customer;N;No;19
2226;Hedvig;Flatt;Female;10;1955/07/22;48;Middle Age;Biostatistician II;Entertainment;Mass Customer;N;No;11
2227;Duff;Kemble;Male;45;1976/07/16;68;Older Adult;Systems Administrator I;Property;Affluent Customer;N;Yes;9
2228;Rosita;Soppeth;Female;12;1956/03/09;65;Older Adult;Geological Engineer;Manufacturing;High Net Worth;N;No;9
2229;Linette;Gotmann;Female;76;1959/04/10;46;Middle Age;Cost Accountant;Financial Services;Affluent Customer;N;Yes;7
2230;Gertruda;Shrimpling;Female;53;1977/12/22;65;Older Adult;;;Mass Customer;N;No;19
2231;Rasla;Landreth;Female;68;1959/09/25;34;Young Adult;Accounting Assistant II;;Mass Customer;N;No;13
2232;Nev;Malone;Male;69;1990/05/07;51;Middle Age;Help Desk Technician;;Mass Customer;N;Yes;11
2233;Cassi;Killingworth;Female;49;1973/09/04;38;Young Adult;Sales Associate;;Mass Customer;N;Yes;8
2234;Dylan;Hanvey;Male;48;1986/09/09;45;Middle Age;Electrical Engineer;Manufacturing;Mass Customer;N;No;18
2235;Maxine;Cauldwell;Female;75;1979/10/02;56;Middle Age;Social Worker;Health;Affluent Customer;N;No;16
2236;Arin;Crickmoor;Male;0;1968/04/16;55;Middle Age;Data Coordiator;Manufacturing;Affluent Customer;N;Yes;13
2237;Julia;Walden;Female;83;1969/06/26;46;Middle Age;;;Mass Customer;N;Yes;9
2238;Nata;Plinck;Female;96;1978/09/14;64;Older Adult;Director of Sales;Retail;Mass Customer;N;Yes;14
2239;Jocelyne;Pasquale;Female;0;1960/01/11;55;Middle Age;Associate Professor;Property;High Net Worth;N;Yes;8
2240;Niall;Hallifax;Male;4;1969/07/25;49;Middle Age;Automation Specialist III;Manufacturing;High Net Worth;N;Yes;16
2241;Augy;Jerrems;Male;45;1975/02/23;47;Middle Age;Paralegal;Financial Services;High Net Worth;N;No;10
2242;Elsy;Springell;Female;25;1977/09/24;48;Middle Age;VP Sales;;Mass Customer;N;Yes;21
2243;Lena;Cronshaw;Female;76;1976/08/28;52;Middle Age;Business Systems Development Analyst;;Affluent Customer;N;Yes;7
2244;Sidney;Cargon;Male;97;1972/05/10;44;Middle Age;Software Test Engineer III;Manufacturing;Mass Customer;N;No;5
2245;Elsinore;Banbrook;Female;11;1980/04/21;45;Middle Age;Marketing Manager;Argiculture;Mass Customer;N;No;3
2246;Giraldo;Lacer;Male;16;1979/01/24;29;Young Adult;Database Administrator III;;Mass Customer;N;Yes;13
2247;Gweneth;Wilkins;Female;17;1995/01/20;28;Young Adult;Teacher;Retail;High Net Worth;N;Yes;1
2248;Helsa;Grandisson;Female;33;1996/05/23;27;Young Adult;Software Engineer I;Manufacturing;Mass Customer;N;No;1
2249;Kiele;Caghan;Female;7;1996/11/11;32;Young Adult;;Financial Services;Mass Customer;N;No;5
2250;De witt;Gleave;Male;72;1992/06/26;65;Older Adult;;Telecommunications;High Net Worth;N;No;7
2251;Leslie;Shotboult;Male;68;1959/08/19;124;Elderly Adult;;Property;High Net Worth;N;No;19
2252;Darcey;Annis;;31;;65;Older Adult;Teacher;IT;High Net Worth;N;Yes;
2253;Gracie;Kubacki;Female;28;1959/02/08;69;Older Adult;Office Assistant I;Manufacturing;Affluent Customer;N;Yes;13
2254;Ann;Beek;Female;36;1955/10/21;32;Young Adult;Programmer Analyst II;Health;Affluent Customer;N;No;18
2255;Iorgo;Krol;Male;92;1992/07/11;46;Middle Age;Dental Hygienist;Health;Affluent Customer;N;Yes;5
2256;Mara;Rosterne;Female;28;1978/02/26;47;Middle Age;Marketing Manager;Retail;Mass Customer;N;No;15
2257;Siward;Corradino;Male;27;1977/10/13;50;Middle Age;Librarian;Entertainment;Mass Customer;N;No;15
2258;Cathy;Powter;Female;63;1974/03/21;25;Young Adult;Account Executive;Retail;High Net Worth;N;No;7
2259;Leanora;Calbert;Female;83;1999/07/02;57;Middle Age;Environmental Specialist;;Affluent Customer;N;No;2
2260;Jarad;Barthropp;Male;38;1967/02/09;44;Middle Age;Administrative Assistant IV;Argiculture;High Net Worth;N;No;11
2261;Gerome;Monshall;Male;81;1980/09/21;40;Middle Age;Account Representative II;Health;Mass Customer;N;Yes;13
2262;Nyssa;Banister;Female;90;1984/04/21;37;Young Adult;Pharmacist;Health;Mass Customer;N;Yes;2
2263;Lois;Sorel;Female;79;1987/02/06;52;Middle Age;Professor;Argiculture;Mass Customer;N;Yes;21
2264;Tony;Shirley;Female;18;1972/07/17;44;Middle Age;Occupational Therapist;Health;Affluent Customer;N;No;9
2265;Brendan;Vicent;Male;55;1980/07/29;26;Young Adult;;Property;Mass Customer;N;Yes;5
2266;Jeth;Tomes;Male;74;1998/10/11;60;Older Adult;;Retail;High Net Worth;N;No;1
2267;Andrei;Mulchrone;Female;78;1964/04/28;59;Middle Age;Business Systems Development Analyst;;Affluent Customer;N;No;14
2268;Wilhelmina;Gothup;Female;66;1965/10/07;34;Young Adult;Pharmacist;Health;Mass Customer;N;No;19
2269;Beitris;Lamy;Female;33;1989/11/11;58;Middle Age;Product Engineer;;Mass Customer;N;No;9
